host_id,host_about,user_id
107434423,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",107434423
107434423,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",107434423
107434423,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",107434423
107434423,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",107434423
3965428,"We are a short-term housing solutions company that provides fully furnished rentals for short and extended stays. Our properties are tailored to business professionals, insurance, relocation, traveling nurses and employees, couples, and families. ",3965428
3965428,"We are a short-term housing solutions company that provides fully furnished rentals for short and extended stays. Our properties are tailored to business professionals, insurance, relocation, traveling nurses and employees, couples, and families. ",3965428
1118796,Easygoing and accommodating :),1118796
3965428,"We are a short-term housing solutions company that provides fully furnished rentals for short and extended stays. Our properties are tailored to business professionals, insurance, relocation, traveling nurses and employees, couples, and families. ",3965428
143431215,"Hello!

Thank you for visiting.  A little bit about us: In 2013, we visited Placencia, Belize and fell in love with the village, people, food, and the relaxing way of life. We eventually purchased the original Toucan Lulu and transformed the old house into The Coconut House and built the Ocean Front and Ocean View Bungalows. 

Years later, we expanded to Chicago's desirable West Loop neighborhood with 3 additional units.  

-Carolyn and team",143431215
98193524,"Hi, we are a family-owned vacation rental management/consulting firm. Our guests tell us they love feeling like they are part of an authentic travel experience. We couple this with high-touch service to give you the best stay around!

We look forward to sharing our homes and community with you. 

In Chicago - Lake Michigan, the food, the architecture, the museum's...there is much to love about Chicago. Whether you are looking to find the local dives, the little-known coffee shops, or the best restaurants in a certain neighborhood, we are here to help :)",98193524
247334879,,247334879
293979482,"Our family of 4 loves living in the city of Chicago! We frequent museums, parks, restaurants, and also enjoy taking walks through our neighborhood. We also love to travel and almost exclusively use Airbnb when we do. We have been to Spain, Ireland, France, England, Mexico, Cuba and will be to adding Thailand to that list soon!
We are excited to start this journey as Airbnb hosts, as we have met so many wonderful hosts during all of our travels, we look forward to being on the other end of it!",293979482
391945218,,391945218
34773184,"We love to travel...we've been to Mexico, Brazil, Costa Rica, Thailand, Spain and all over the United States.  We designed and renovated two beautiful buildings and we are happy to share our great neighborhood with lots of folks.  

We love music, art, design.  We are so excited to host people from other cities, other countries and other walks of life.  I love to hear a good travel story and love trying to learn new words in other languages.",34773184
99758506,A host. And A traveler.,99758506
14241347,,14241347
35342456,"Greetings from Chicago!
I live in Chicago for more than 25 years and my family and I we are dedicated hosts that supports the “LGBTQ Community” and “Cannabis Community”. 
We have been hosting for more than 7 years and we are constantly and consistently Super Hosts. Why? Our home is your home: we are sharing our beautiful, relaxing and safe home through our Airbnb community and we want to give you the best, simple and unique at same time. We have a deeply commitment to make all our guests feels as they are in their own home.
We are connected with the culture and enjoy the multicultural values and folclore of our International and local guests. 
In any of our apartments, you can enjoy the multicultural ambiance created for your delights, beautiful and multicultural artifacts, arts and international decorations of our multicultural human identity.

* Here is a little something about myself: I am self-employed, and Community Organizer and I am work for many years around social justice issues promoting leadership, civil rights and education, I am also part of a global company as an Entrepreneur and Global Trader. I'm Hispanic and I was born in Peru, with German Spanish descent;  very respectful, laid back, easy going and very friendly. 
We are a family of three, my Husband, my best Friend and I, we are very friendly, kinds, well communicative and respectful, so we will be available to meet you, help you during your check in, answer any questions, or help with any information that you may need, give restaurant recommendations, or just have a great conversation in any of our comfortable areas “if you want”.
However, we respect your privacy and open to any interaction if you want.
We will try our best to help you feel comfortable at all the time.
We have three cats that are part of our family that lives with us in the same property but in a different and independent unit, there are no pets in the lower floor or second floor where we host. 
Welcome to our Home your second Home! Feel free to ask any question.
Thank you!

Español:
¡Saludos desde Chicago!
 Vivo en Chicago desde hace más de 25 años y mi familia y yo somos anfitriones dedicados que apoyamos a la ""Comunidad LGBTQ"" y a la ""Comunidad Cannábica"".
Llevamos más de 7 años alojando y somos constante y consistentemente Super Anfitriones.  ¿por qué?  Nuestro hogar es su hogar: compartimos nuestro hogar hermoso, relajante y seguro a través de nuestra comunidad de Airbnb y queremos brindarle lo mejor, simple y único al mismo tiempo.  Tenemos un compromiso natural y profundo de hacer que todos nuestros huéspedes se sientan como en su propia casa.
 Estamos profundamente conectados con la cultura y disfrutamos de los valores multiculturales y el folclore de nuestros huéspedes internacionales y locales.
- En cualquiera de nuestros apartamentos podrá disfrutar del ambiente multicultural creado para su deleite, bellos y multiculturales artefactos, artes y decoraciones internacionales de nuestra multicultural identidad humana.

 * Aquí hay algo sobre mí: trabajo por cuenta propia y soy organizador comunitario y trabajo durante muchos años en temas de justicia social que promueven el liderazgo, los derechos civiles y la educación. También soy parte de una empresa global como empresario y global Comerciante.  Soy hispano y nací en Perú, con ascendencia española alemana;  muy respetuoso, relajado, sencillo y muy amable.
 Somos una familia de tres, mi esposo, mi mejor amigo y yo, somos muy amigables, amables, comunicativos y respetuosos, por lo que estaremos disponibles para recibirlo y ayudarlo durante su registro, responder cualquier pregunta o ayudar con cualquier información que pueda necesitar, dar recomendaciones de restaurantes o simplemente tener una buena conversación en cualquiera de nuestras cómodas áreas si lo desea.
 Sin embargo, respetamos su privacidad y estamos abiertos a cualquier interacción si lo desea.
 Haremos todo lo posible para ayudarlo a sentirse cómodo en todo momento.
 Tenemos tres gatos que son parte de nuestra familia que viven con nosotros en la misma propiedad pero en una unidad diferente e independiente, no hay mascotas en el piso inferior o segundo piso donde hospedamos. 
!Bienvenidos a nuestro Hogar tu segundo Hogar!
Siéntete libre en hacer cualquier pregunta.
Gracias!",35342456
1540681,"Female photographer based in Chicago.... also a chef, floral designer and an author.  Have lived almost everywhere and have seen a lot of the world.  Very clean, eclectic and I love to try every cuisine.

3 kiddos under 9, living 1/2 the time under my roof.

Hate staying at hotels, lived in them for too long!",1540681
128265803,"
",128265803
191522990,,191522990
391945218,,391945218
191522990,,191522990
191522990,,191522990
98193524,"Hi, we are a family-owned vacation rental management/consulting firm. Our guests tell us they love feeling like they are part of an authentic travel experience. We couple this with high-touch service to give you the best stay around!

We look forward to sharing our homes and community with you. 

In Chicago - Lake Michigan, the food, the architecture, the museum's...there is much to love about Chicago. Whether you are looking to find the local dives, the little-known coffee shops, or the best restaurants in a certain neighborhood, we are here to help :)",98193524
39877583,,39877583
3965428,"We are a short-term housing solutions company that provides fully furnished rentals for short and extended stays. Our properties are tailored to business professionals, insurance, relocation, traveling nurses and employees, couples, and families. ",3965428
177188450,,177188450
395806758,"747 Lofts is a 22-unit aparthotel building in Chicago's hot River West neighborhood.

Our neighborhood is a perfect home base for your Chicago trip, with the city's best restaurants, rapid transit options and great attractions just steps away.

The 747 Lofts Concierge team is here to ensure you have a great stay!",395806758
198545313,"Hello, dear travelers! We're Syed and Shivani, avid adventurers who've journeyed to over 6 countries and counting. We're passionate about cultures, cuisines, and creating lasting connections. Our love for travel and meeting new people inspired us to become Airbnb hosts, sharing a piece of our beloved hometown with guests from all over the world.",198545313
395806758,"747 Lofts is a 22-unit aparthotel building in Chicago's hot River West neighborhood.

Our neighborhood is a perfect home base for your Chicago trip, with the city's best restaurants, rapid transit options and great attractions just steps away.

The 747 Lofts Concierge team is here to ensure you have a great stay!",395806758
395806758,"747 Lofts is a 22-unit aparthotel building in Chicago's hot River West neighborhood.

Our neighborhood is a perfect home base for your Chicago trip, with the city's best restaurants, rapid transit options and great attractions just steps away.

The 747 Lofts Concierge team is here to ensure you have a great stay!",395806758
395806758,"747 Lofts is a 22-unit aparthotel building in Chicago's hot River West neighborhood.

Our neighborhood is a perfect home base for your Chicago trip, with the city's best restaurants, rapid transit options and great attractions just steps away.

The 747 Lofts Concierge team is here to ensure you have a great stay!",395806758
395806758,"747 Lofts is a 22-unit aparthotel building in Chicago's hot River West neighborhood.

Our neighborhood is a perfect home base for your Chicago trip, with the city's best restaurants, rapid transit options and great attractions just steps away.

The 747 Lofts Concierge team is here to ensure you have a great stay!",395806758
395806758,"747 Lofts is a 22-unit aparthotel building in Chicago's hot River West neighborhood.

Our neighborhood is a perfect home base for your Chicago trip, with the city's best restaurants, rapid transit options and great attractions just steps away.

The 747 Lofts Concierge team is here to ensure you have a great stay!",395806758
395806758,"747 Lofts is a 22-unit aparthotel building in Chicago's hot River West neighborhood.

Our neighborhood is a perfect home base for your Chicago trip, with the city's best restaurants, rapid transit options and great attractions just steps away.

The 747 Lofts Concierge team is here to ensure you have a great stay!",395806758
395806758,"747 Lofts is a 22-unit aparthotel building in Chicago's hot River West neighborhood.

Our neighborhood is a perfect home base for your Chicago trip, with the city's best restaurants, rapid transit options and great attractions just steps away.

The 747 Lofts Concierge team is here to ensure you have a great stay!",395806758
395806758,"747 Lofts is a 22-unit aparthotel building in Chicago's hot River West neighborhood.

Our neighborhood is a perfect home base for your Chicago trip, with the city's best restaurants, rapid transit options and great attractions just steps away.

The 747 Lofts Concierge team is here to ensure you have a great stay!",395806758
395806758,"747 Lofts is a 22-unit aparthotel building in Chicago's hot River West neighborhood.

Our neighborhood is a perfect home base for your Chicago trip, with the city's best restaurants, rapid transit options and great attractions just steps away.

The 747 Lofts Concierge team is here to ensure you have a great stay!",395806758
395806758,"747 Lofts is a 22-unit aparthotel building in Chicago's hot River West neighborhood.

Our neighborhood is a perfect home base for your Chicago trip, with the city's best restaurants, rapid transit options and great attractions just steps away.

The 747 Lofts Concierge team is here to ensure you have a great stay!",395806758
395806758,"747 Lofts is a 22-unit aparthotel building in Chicago's hot River West neighborhood.

Our neighborhood is a perfect home base for your Chicago trip, with the city's best restaurants, rapid transit options and great attractions just steps away.

The 747 Lofts Concierge team is here to ensure you have a great stay!",395806758
395806758,"747 Lofts is a 22-unit aparthotel building in Chicago's hot River West neighborhood.

Our neighborhood is a perfect home base for your Chicago trip, with the city's best restaurants, rapid transit options and great attractions just steps away.

The 747 Lofts Concierge team is here to ensure you have a great stay!",395806758
395806758,"747 Lofts is a 22-unit aparthotel building in Chicago's hot River West neighborhood.

Our neighborhood is a perfect home base for your Chicago trip, with the city's best restaurants, rapid transit options and great attractions just steps away.

The 747 Lofts Concierge team is here to ensure you have a great stay!",395806758
395806758,"747 Lofts is a 22-unit aparthotel building in Chicago's hot River West neighborhood.

Our neighborhood is a perfect home base for your Chicago trip, with the city's best restaurants, rapid transit options and great attractions just steps away.

The 747 Lofts Concierge team is here to ensure you have a great stay!",395806758
395806758,"747 Lofts is a 22-unit aparthotel building in Chicago's hot River West neighborhood.

Our neighborhood is a perfect home base for your Chicago trip, with the city's best restaurants, rapid transit options and great attractions just steps away.

The 747 Lofts Concierge team is here to ensure you have a great stay!",395806758
107434423,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",107434423
107434423,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",107434423
85015661,,85015661
177188450,,177188450
78969342,,78969342
400156017,,400156017
177188450,,177188450
32541242, ,32541242
177188450,,177188450
166918192,"I and Brad have been partners in this airbnb venture for some years now.  We started with just renting out our own apartment whenever we were out sailing.  Brad and I were former colleagues on cruise ships. Hence, this business is something we are very passionate about. Then we saw an opportunity and everything just grew from there.   We also met and  teamed up with other hosts in Chicago.   We shared ideas and resources which proved to be a win-win for everyone. We also market our units together on some online platforms.  

Now that we have decided to retire our sea legs and be full time airbnb hosts, we are so happy to welcome our own guests Chicago style! :)",166918192
177188450,,177188450
104523586,"Lover of the beach—sleeping on the beach, snoozing on the beach, napping on the bea...",104523586
43303710,I'm an easygoing and responsible traveler who loves to explore new places and meet people. ,43303710
105135679,,105135679
401631151,,401631151
170551048,"Hey, we are Lyn and Andy and from The Stay Host Team.  Multicultural hosts with big dreams who work hard to ensure you have a wonderful experience, from the moment of your inquiry to the moment you check out! Be our guest, kick back and let us put a smile on your face. 
We speak Spanish, English and French, feel free to drop us a line before you book.",170551048
4057812,"I am originally from Hattiesburg, MS.",4057812
128452488,"I was born in Southern Poland and moved to Chicago in 1986, when I was 17, so I read, write, and speak fluent polish. I have lived now in Chicago for over 30 years and am happy to call it my home. I am very familiar with the fascinating and ever changing city of Chicago, and I hope I can help contribute to your experience. If any issues should arise or you have any questions don’t hesitate to contact me, I am available, flexible, and down to earth. I am new to AirBnB, but I am learning quickly. I hope you enjoy your stay.",128452488
34950236,,34950236
299139831,"I’m outgoing and love to travel. I travel internationally about 6 times a year. I love good food, good people, and mingling with the locals.",299139831
95159800,"Hi!  We are Carr and Jacqueline; a married couple that have lived in Chicago on and off (grad school brought us to different areas) over the last 10 years.  Carr is a born and raised Midwest guy, while Jacqueline is originally from the East Coast, but relocated to the best part of the US after college.  We both LOVE Chicago -- everything from Chicago sports to the incredible theater culture here, but we especially love Chicago's food scene.  

We can't live without: Airpods (Carr), tacos (Jacqueline), our Great Dane pup (both).

Visitors in Chicago shouldn't miss: Schwa restaurant for the ULTIMATE foodie experience, a walk along the Lakeshore Trail, or street tacos at Allende Restaurante in Lincoln Park.",95159800
51157353,,51157353
372667073,,372667073
107434423,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",107434423
107434423,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",107434423
107434423,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",107434423
401599719,I'm a Chicago native and I love travel and meeting people from around the world. Excited to share my city with visitors!,401599719
273591286,Hi everyone! My name is Regina and I have been hosting in Airbnb since 2019 and throughout enjoy meeting new guests and introducing them to the area! There are just too many great places to explore in and around the city that never sleeps!,273591286
246839504,I love meeting new people.  Hosting is something that gives me joy.,246839504
221180820,,221180820
8670834,"We have lived in Chicago our entire lives. In our spare time, we love to try new restaurants and explore our cities hidden wonders. We enjoy time at home with our growing family and keeping our children busy with activities and school. Feel free to contact us if you have any questions. Please make sure that your profile includes a photo of you and a few sentences about yourself.",8670834
382425581,"My husband is an Architect in downtown Chicago, and I’m a Household Manager for a historic Victorian Home in Oak Park. 

We have greatly enjoyed the restoration process for our Chicago Bungalow, and we can’t wait to start renovations on the exterior. 

We love to eat locally and downtown. Due to my gluten allergy I have a wide knowledge of gluten free restaurants in the Chicago area. You can follow me at @glutenfreechicagogirl. 

I also run a small gluten free baking business from our home. So you may smell cookies and cakes throughout the day @midwestbakingco. ",382425581
145551824,I’m always willing to help! My team and I work tirelessly and do our best and more to make sure everything goes perfectly fine for you! Your business is our top one priority!,145551824
36033755,,36033755
3965428,"We are a short-term housing solutions company that provides fully furnished rentals for short and extended stays. Our properties are tailored to business professionals, insurance, relocation, traveling nurses and employees, couples, and families. ",3965428
145551824,I’m always willing to help! My team and I work tirelessly and do our best and more to make sure everything goes perfectly fine for you! Your business is our top one priority!,145551824
145551824,I’m always willing to help! My team and I work tirelessly and do our best and more to make sure everything goes perfectly fine for you! Your business is our top one priority!,145551824
145551824,I’m always willing to help! My team and I work tirelessly and do our best and more to make sure everything goes perfectly fine for you! Your business is our top one priority!,145551824
145551824,I’m always willing to help! My team and I work tirelessly and do our best and more to make sure everything goes perfectly fine for you! Your business is our top one priority!,145551824
402497267,Providing clean pristine living short-term housing solutions for business and leisure travelers.,402497267
3382417,"As a host I work hard to provide a clean and comfortable home base for your adventures. I take pride in offering a personal touch because I self-manage. I am always available to help with any recommendations or questions during your stay!

I have hosted off and on since joining this community in 2012. I love that hosting gives me a creative outlet for decorating and renovating plus a chance to connect with so many awesome travelers!

I'm a recent transplant to San Diego, Chicago is my adopted hometown of 10 years, I grew up in St Louis, and I have a special place in my heart for my alma matter hometowns - New York (Fordham), Shanghai (华师大) and Nanjing (南大).",3382417
71708336,"I am kind of friendly and sympathize person, love traveling as well as make friends and show people around beautiful Chicago city! I used to work for logistic company under customer service team for 9 years, so customer wellnes will be one of my top key focus when I manage Airbnb. Salsa dancing is my hobby at weekend where I can meet more people.",71708336
273461025,,273461025
68970675,"Hi I'm Randy

I'm a Chicago native and a Superhost Airbnb lister. I grew up in the neighborhood where the Airbnb's are located and it's awesome to see how much time has changed.  It is an absolute honor to be able to provide lodging to people coming to enjoy our beautiful city. We look forward to servicing you and your family. Our aim is to provide accommodations that exceed your expectations. We want this experience to be such that during the process and upon arrival your needs are met effortlessly!!!

Welcome to Paradise- Villa De Emma Palmera, located in the Bavaro area of Punta Cana where you will find breathtaking views of the Carribbean sea. You have beach access in 3 directions: 1 block away directly behind you, check out the Greek Casion and Restaurant with beach access about 5 blocks away, or Kats Korner with near beach access, your are surrounded by the beautiful blue sea. Maybe you and your guest would like to take a dip in one of 3 pools that located on the property, while seemlessly barbequing without missing any of the fun!!!!
 
Welcome to Chicago and/or Punta Cana",68970675
107434423,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",107434423
408444858,,408444858
5760690,"Musician turned corporate lawyer.

I enjoy all the unique benefits of living in Chicago: the cultural scene (like the Chicago Symphony and resident dance companies), the diversity of people, the sights (like the shores of Lake Michigan and stunning skyscrapers), the food offerings (like the great restaurants in the West Loop and the cheap eats in Lincoln Park), and the night life (like my neighborhood bars/clubs and swankier places downtown).",5760690
19541995,I’m here to ensure you enjoy your stay in Chicago!,19541995
391945218,,391945218
246839504,I love meeting new people.  Hosting is something that gives me joy.,246839504
9483312,Hope you have a great experience in our house in Chicago!,9483312
402792711,I’m a hard working mom. I love life and enjoy it to the fullest. I love my man and take good care of him. Also love my Airbnb’s and share my love with the Airbnb’s.,402792711
28304609,"Avid boater ready to start exploring the world with my bride!!! I have lived in Chicago my entire life but love traveling, especially Europe and Mexico. Happy to answer any questions. Everyone is welcome!",28304609
96730613,Born and raised in Chicago and have been lucky enough to have explored such a beautiful city for over 3 decades! Will definitely provide recommendations to assist in ensuring you experience a memorable and unforgettable experience in the Windy City! Feel free to ask any questions.,96730613
216437082,,216437082
60625634,,60625634
10816851,"Hello! My name is Jamal and I would like to think of myself as a bit of an explorer. I love learning new things and setting myself up for new experiences. This is what I do professionally as a researcher and in my free time socially - as I love engaging with new people and learning about them and their backgrounds. 

My favorite thing to discover is usually food related! I love a new coffee shop or a restaurant off the beaten path. 

While discovery-mode is great, I also am a huge sports fan and enjoy gaming as well. ",10816851
42763114,"I'm an Artist Painter / retired - I am dedicated to hosting wonderful guests who need a safe and clean place to rest their heads - Communication Is key with Host, welcomed and appreciated.

Historic homes of Chicago, very close to the downtown, the beach, Park running path. nightlife, within walking distance of Wrigley Field.  

My motto is to "" life is too short, don’t have any regrets” and ""Be grateful”",42763114
395498979,"Hi, there!

Thanks for your interest in our properties!

I am holding 20 years of real estate experience on my shoulders. I'm a vegan by nature, love my family more than anything on Earth, think guacamole is something out of this planet! Passionate about good food and good book.

You won't regret for choosing to stay with us! That I can promise and will do everything for that to happen! :)",395498979
336861265,"We have a combined background in hospitality, real estate, and interior design. We also love traveling the world! We brought our passion and experience together to create a unique home where we can host others from all over the world and show off some Chicago hospitality!! ",336861265
183352676,,183352676
96730613,Born and raised in Chicago and have been lucky enough to have explored such a beautiful city for over 3 decades! Will definitely provide recommendations to assist in ensuring you experience a memorable and unforgettable experience in the Windy City! Feel free to ask any questions.,96730613
96730613,Born and raised in Chicago and have been lucky enough to have explored such a beautiful city for over 3 decades! Will definitely provide recommendations to assist in ensuring you experience a memorable and unforgettable experience in the Windy City! Feel free to ask any questions.,96730613
4057812,"I am originally from Hattiesburg, MS.",4057812
